identity,scopus_id,doi,title,year,journal,original_query,narrower_query,sample_us_label,source_review,conflict,conflict_resolution,mixed,adjudicated,rationale,n_validated_reviews,evidence_ids,human_validated
doi:10.1111/ssqu.13487,85216215252,10.1111/ssqu.13487,How Advocacy Messages Influence Support for “Ban the Box” in College Admissions,2025,Social Science Quarterly,true,true,us_inferred,metadata,false,,false,false,"University System of Georgia and Georgia residents imply US state, not country Georgia.",2,45d5433147e2c33f989b|d7dd0008307ccf696ab8,false
doi:10.1111/ssqu.13490,85216758305,10.1111/ssqu.13490,The Public Consequences of Presidential Legitimacy Rhetoric,2025,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.70007,86000286539,10.1111/ssqu.70007,"Apologies, Cheap Talk, and Silence: How People Think About Reputations in Public Goods Scenarios",2025,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.70021,105002026176,10.1111/ssqu.70021,Who's to Blame? How Recipient Deservingness Influences Attitudes About Access to the Organ Transplants,2025,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.70027,105004216628,10.1111/ssqu.70027,Party Time: The Effect of Partisan and Nonpartisan Media Messages on Support for Packing the US Supreme Court,2025,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.70049,105008288551,10.1111/ssqu.70049,Mistrust and Backfire: Information on Government Responsiveness and Tax Compliance in China,2025,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.70066,105012407742,10.1111/ssqu.70066,Intersecting Identities and Perceptions of Judicial Misconduct,2025,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.70072,105012930224,10.1111/ssqu.70072,Friday Night Politics: Football Bans and Intraparty Political Gender Dynamics,2025,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.70099,105019385329,10.1111/ssqu.70099,The Effect of Politicization on Protest Participation in Non-Democracies: The Case of Hungary,2025,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.70126,105027309261,10.1111/ssqu.70126,Framing Motives and Objectives: Which Frames Increase US Public Support for Defending Taiwan?,2026,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.70130,105030126475,10.1111/ssqu.70130,Protecting Children With More Guns?: The Effect of School Shootings on Parents' Gun Regulation Attitudes,2026,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.70142,105030487186,10.1111/ssqu.70142,Understanding Responses to Global Terrorism: How Do Americans React to Terror and How Does It Impact Opinion on the Use of Force?,2026,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.70158,105037852370,10.1111/ssqu.70158,"Rules for Thee, Not for Me: Mass Attitudes on Judge Shopping",2026,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.70160,105036804923,10.1111/ssqu.70160,Has Political Violence Affected Americans’ Commitment to Democratic Participation? The Mitigating Role of Neighborhood Social Cohesion,2026,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.70164,105037815374,10.1111/ssqu.70164,Judging Bias: How Sexual Orientation Cues Shape Perceptions of Judicial Impartiality Across Two Social Contexts,2026,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/stan.12066,84944145668,10.1111/stan.12066,Copula Gaussian graphical models with penalized ascent Monte Carlo EM algorithm,2015,Statistica Neerlandica,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/zph.13083,85173533341,10.1111/zph.13083,A survey of antimicrobial use practices on veal farms in the United States,2024,Zoonoses and Public Health,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.11144/javeriana.upsy16-5.erhi,85041236596,10.11144/javeriana.upsy16-5.erhi,Experimental ritual: Humanizing immigrants or utilitarian prejudice in Europe?,2017,Universitas Psychologica,true,false,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1115/1.4067484,105001316305,10.1115/1.4067484,Development of Scaling Parameter SR for Negative Stress Ratios R Based on Trend in Experimental Data for Fatigue Crack Growth Rates of Austenitic Stainless Steels for ASME Code Section XI,2025,Journal of Pressure Vessel Technology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1126/sciadv.1700812,85039933179,10.1126/sciadv.1700812,Explaining opposition to refugee resettlement: The role of NIMBYism and perceived threats,2017,Science Advances,true,true,us_explicit,metadata,false,,false,false,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",2,0fcf01bcaac9fc4f4dcd|4fc9e4a1a3d7a33353fd,false
doi:10.1126/sciadv.aao5834,85041812279,10.1126/sciadv.aao5834,Denial of service to same-sex and interracial couples: Evidence from a national survey experiment,2017,Science Advances,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1126/sciadv.aaw7449,85078960506,10.1126/sciadv.aaw7449,The effects of corrective information about disease epidemics and outbreaks: Evidence from Zika and yellow fever in Brazil,2020,Science Advances,true,true,non_us,metadata,false,,false,false,National survey and epidemic experiments in Brazilian context.,2,c5459551f8a66b522f72|1727f5c6c8e9e0689c3c,false
doi:10.1126/sciadv.aay9344,85083164223,10.1126/sciadv.aay9344,There is no liberal media bias in which news stories political journalists choose to cover,2020,Science Advances,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1126/sciadv.abd4563,85094221120,10.1126/sciadv.abd4563,"Model uncertainty, political contestation, and public trust in science: Evidence from the COVID-19 pandemic",2020,Science Advances,true,true,us_explicit,metadata,false,,false,false,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",2,c99c9544f3da23967b43|bb0592862fdb9ebe0674,false
doi:10.1126/sciadv.abo2190,85138127882,10.1126/sciadv.abo2190,Extreme weather events and the politics of climate change attribution,2022,Science Advances,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1126/sciadv.adg1199,85176425187,10.1126/sciadv.adg1199,Pre-war experimental evidence that Putin’s propaganda elicited strong support for military invasion among Russians,2023,Science Advances,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1126/sciadv.aea5427,105035818108,10.1126/sciadv.aea5427,Expression at the edge: Free speech boundaries amidst the Gaza crisis,2026,Science Advances,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1126/sciadv.aeb7575,105045687815,10.1126/sciadv.aeb7575,When trust building looks like surveillance: Public polarization toward Chicago policing,2026,Science Advances,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1126/sciadv.aeb9501,105034372689,10.1126/sciadv.aeb9501,Public opinion on police misconduct: Discrimination and information resistance,2026,Science Advances,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1126/science.1255484,84907224761,10.1126/science.1255484,Publication bias in the social sciences: Unlocking the file drawer,2014,Science,true,true,not_applicable,metadata,false,,false,false,Publication-bias analysis of existing TESS studies; no original respondent experiment is identified in this article's metadata.,1,2d0927d81572619a312e,false
doi:10.1126/science.adp1274,85206830858,10.1126/science.adp1274,People consistently view elections and civil liberties as key components of democracy,2024,Science,true,true,us_explicit,metadata,false,,true,false,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",2,3882e3e384ca43690301|d1a0ddd9fa28d3e9db42,false
doi:10.1136/amiajnl-2011-000199,81055123996,10.1136/amiajnl-2011-000199,Making electronic prescribing alerts more effective: Scenario-based experimental study in junior doctors,2011,Journal of the American Medical Informatics Association,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1136/bmjebm-2021-111767,85138491739,10.1136/bmjebm-2021-111767,Kidney trajectory charts to assist general practitioners in the assessment of patients with reduced kidney function: a randomised vignette study,2022,BMJ Evidence Based Medicine,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1136/bmjgh-2020-004222,85094885321,10.1136/bmjgh-2020-004222,Is health politically irrelevant? Experimental evidence during a global pandemic,2020,BMJ Global Health,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1136/bmjopen-2012-002478,84877691576,10.1136/bmjopen-2012-002478,Assessing the efficacy of the electronic patient record system EDeR: Implementation study-study protocol,2013,BMJ Open,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1136/bmjopen-2013-003591,84892583980,10.1136/bmjopen-2013-003591,"Rationale, design and baseline data of a mixed methods study examining the clinical impact of a brief transition programme for young people with juvenile idiopathic arthritis: The DON'T RETARD project",2013,BMJ Open,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1136/bmjopen-2014-005549,84929940704,10.1136/bmjopen-2014-005549,Predictors of healthcare professionals' attitudes towards family involvement in safety-relevant behaviours: A cross-sectional factorial survey study,2014,BMJ Open,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1136/bmjopen-2014-006211,85018214758,10.1136/bmjopen-2014-006211,Implementation of the partograph in India's JSY cash transfer programme for facility births: a mixed methods study in Madhya Pradesh province,2015,BMJ Open,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1136/bmjopen-2016-011256,84987624351,10.1136/bmjopen-2016-011256,Understanding negative feedback from South Asian patients: An experimental vignette study,2016,BMJ Open,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1136/bmjopen-2016-015231,85019250466,10.1136/bmjopen-2016-015231,Determinants of treatment duration in the prevention of recurrent venous thromboembolism: A protocol for a balanced vignette experiment,2017,BMJ Open,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
